timestamp_utc,window_end_step,probability,label,hours_to_next_event
2023-01-01T23:50:00Z,680504,0.012650,0,
2023-01-02T00:50:00Z,680510,0.012874,0,
2023-01-02T01:50:00Z,680516,0.014703,0,
2023-01-02T02:50:00Z,680522,0.013475,0,
2023-01-02T03:50:00Z,680528,0.012807,0,
2023-01-02T04:50:00Z,680534,0.012066,0,
2023-01-02T05:50:00Z,680540,0.006672,0,
2023-01-02T06:50:00Z,680546,0.016092,0,
2023-01-02T07:50:00Z,680552,0.015918,0,
2023-01-02T08:50:00Z,680558,0.012113,0,
2023-01-02T09:50:00Z,680564,0.013953,0,
2023-01-02T10:50:00Z,680570,0.013498,0,
2023-01-02T11:50:00Z,680576,0.009383,0,
2023-01-02T12:50:00Z,680582,0.011481,0,
2023-01-02T13:50:00Z,680588,0.013641,0,
2023-01-02T14:50:00Z,680594,0.016576,0,
2023-01-02T15:50:00Z,680600,0.023520,0,
2023-01-02T16:50:00Z,680606,0.028599,0,
2023-01-02T17:50:00Z,680612,0.020366,0,
2023-01-02T18:50:00Z,680618,0.013663,0,
2023-01-02T19:50:00Z,680624,0.013116,0,
2023-01-02T20:50:00Z,680630,0.011964,0,
2023-01-02T21:50:00Z,680636,0.011537,0,
2023-01-02T22:50:00Z,680642,0.009020,0,
2023-01-02T23:50:00Z,680648,0.012478,0,
2023-01-03T00:50:00Z,680654,0.013740,0,
2023-01-03T01:50:00Z,680660,0.015118,0,
2023-01-03T02:50:00Z,680666,0.013601,0,
2023-01-03T03:50:00Z,680672,0.012009,0,
2023-01-03T04:50:00Z,680678,0.007844,0,
2023-01-03T05:50:00Z,680684,0.006298,0,
2023-01-03T06:50:00Z,680690,0.007664,0,
2023-01-03T07:50:00Z,680696,0.007013,0,
2023-01-03T08:50:00Z,680702,0.005917,0,
2023-01-03T09:50:00Z,680708,0.007345,0,
2023-01-03T10:50:00Z,680714,0.007201,0,
2023-01-03T11:50:00Z,680720,0.006220,0,
2023-01-03T12:50:00Z,680726,0.007858,0,
2023-01-03T13:50:00Z,680732,0.008359,0,
2023-01-03T14:50:00Z,680738,0.012549,0,
2023-01-03T15:50:00Z,680744,0.024051,0,
2023-01-03T16:50:00Z,680750,0.027440,0,
2023-01-03T17:50:00Z,680756,0.032169,0,
2023-01-03T18:50:00Z,680762,0.032983,0,
2023-01-03T19:50:00Z,680768,0.038149,0,
2023-01-03T20:50:00Z,680774,0.028756,0,
2023-01-03T21:50:00Z,680780,0.028671,0,
2023-01-03T22:50:00Z,680786,0.031944,0,
2023-01-03T23:50:00Z,680792,0.030286,0,
2023-01-04T00:50:00Z,680798,0.032579,1,23.83
2023-01-04T01:50:00Z,680804,0.035998,1,22.83
2023-01-04T02:50:00Z,680810,0.032973,1,21.83
2023-01-04T03:50:00Z,680816,0.032837,1,20.83
2023-01-04T04:50:00Z,680822,0.031607,1,19.83
2023-01-04T05:50:00Z,680828,0.027813,1,18.83
2023-01-04T06:50:00Z,680834,0.027190,1,17.83
2023-01-04T07:50:00Z,680840,0.032444,1,16.83
2023-01-04T08:50:00Z,680846,0.032172,1,15.83
2023-01-04T09:50:00Z,680852,0.033536,1,14.83
2023-01-04T10:50:00Z,680858,0.032994,1,13.83
2023-01-04T11:50:00Z,680864,0.033113,1,12.83
2023-01-04T12:50:00Z,680870,0.031233,1,11.83
2023-01-04T13:50:00Z,680876,0.033596,1,10.83
2023-01-04T14:50:00Z,680882,0.031811,1,9.83
2023-01-04T15:50:00Z,680888,0.033081,1,8.83
2023-01-04T16:50:00Z,680894,0.031077,1,7.83
2023-01-04T17:50:00Z,680900,0.023054,1,6.83
2023-01-04T18:50:00Z,680906,0.021092,1,5.83
2023-01-04T19:50:00Z,680912,0.015711,1,4.83
2023-01-04T20:50:00Z,680918,0.015237,1,3.83
2023-01-04T21:50:00Z,680924,0.012220,1,2.83
2023-01-04T22:50:00Z,680930,0.013172,1,1.83
2023-01-04T23:50:00Z,680936,0.013412,1,0.83
2023-01-05T00:50:00Z,680942,0.018487,1,1.83
2023-01-05T01:50:00Z,680948,0.022407,1,0.83
2023-01-05T02:50:00Z,680954,0.012281,1,2.83
2023-01-05T03:50:00Z,680960,0.013325,1,1.83
2023-01-05T04:50:00Z,680966,0.010399,1,0.83
2023-01-05T05:50:00Z,680972,0.010804,1,2.00
2023-01-05T06:50:00Z,680978,0.011403,1,1.00
2023-01-05T07:50:00Z,680984,0.012235,0,
2023-01-05T08:50:00Z,680990,0.011470,0,
2023-01-05T09:50:00Z,680996,0.010360,0,
2023-01-05T10:50:00Z,681002,0.010415,0,
2023-01-05T11:50:00Z,681008,0.014755,0,
2023-01-05T12:50:00Z,681014,0.015930,0,
2023-01-05T13:50:00Z,681020,0.017995,0,
2023-01-05T14:50:00Z,681026,0.021326,0,
2023-01-05T15:50:00Z,681032,0.022219,0,
2023-01-05T16:50:00Z,681038,0.020327,0,
2023-01-05T17:50:00Z,681044,0.022543,1,23.33
2023-01-05T18:50:00Z,681050,0.028028,1,22.33
2023-01-05T19:50:00Z,681056,0.029255,1,21.33
2023-01-05T20:50:00Z,681062,0.030768,1,20.33
2023-01-05T21:50:00Z,681068,0.029596,1,19.33
2023-01-05T22:50:00Z,681074,0.027867,1,18.33
2023-01-05T23:50:00Z,681080,0.030258,1,17.33
2023-01-06T00:50:00Z,681086,0.031708,1,16.33
2023-01-06T01:50:00Z,681092,0.027944,1,15.33
2023-01-06T02:50:00Z,681098,0.023317,1,14.33
2023-01-06T03:50:00Z,681104,0.023598,1,13.33
2023-01-06T04:50:00Z,681110,0.027179,1,12.33
2023-01-06T05:50:00Z,681116,0.018246,1,11.33
2023-01-06T06:50:00Z,681122,0.020172,1,10.33
2023-01-06T07:50:00Z,681128,0.025635,1,9.33
2023-01-06T08:50:00Z,681134,0.026458,1,8.33
2023-01-06T09:50:00Z,681140,0.023438,1,7.33
2023-01-06T10:50:00Z,681146,0.023597,1,6.33
2023-01-06T11:50:00Z,681152,0.029220,1,5.33
2023-01-06T12:50:00Z,681158,0.027748,1,4.33
2023-01-06T13:50:00Z,681164,0.016117,1,3.33
2023-01-06T14:50:00Z,681170,0.017269,1,2.33
2023-01-06T15:50:00Z,681176,0.013690,1,1.33
2023-01-06T16:50:00Z,681182,0.011655,1,0.33
2023-01-06T17:50:00Z,681188,0.011493,0,
2023-01-06T18:50:00Z,681194,0.010863,0,
2023-01-06T19:50:00Z,681200,0.010254,0,
2023-01-06T20:50:00Z,681206,0.019560,0,
2023-01-06T21:50:00Z,681212,0.025827,0,
2023-01-06T22:50:00Z,681218,0.025114,0,
2023-01-06T23:50:00Z,681224,0.022627,0,
2023-01-07T00:50:00Z,681230,0.022709,0,
2023-01-07T01:50:00Z,681236,0.024476,0,
2023-01-07T02:50:00Z,681242,0.019219,0,
2023-01-07T03:50:00Z,681248,0.025405,0,
2023-01-07T04:50:00Z,681254,0.019791,0,
2023-01-07T05:50:00Z,681260,0.024506,0,
2023-01-07T06:50:00Z,681266,0.023885,0,
2023-01-07T07:50:00Z,681272,0.025400,0,
2023-01-07T08:50:00Z,681278,0.025153,0,
2023-01-07T09:50:00Z,681284,0.022660,0,
2023-01-07T10:50:00Z,681290,0.020142,0,
2023-01-07T11:50:00Z,681296,0.024539,0,
2023-01-07T12:50:00Z,681302,0.021155,0,
2023-01-07T13:50:00Z,681308,0.020774,0,
2023-01-07T14:50:00Z,681314,0.019883,0,
2023-01-07T15:50:00Z,681320,0.022677,0,
2023-01-07T16:50:00Z,681326,0.020997,0,
2023-01-07T17:50:00Z,681332,0.033823,0,
2023-01-07T18:50:00Z,681338,0.037762,0,
2023-01-07T19:50:00Z,681344,0.045754,0,
2023-01-07T20:50:00Z,681350,0.042503,0,
2023-01-07T21:50:00Z,681356,0.048367,0,
2023-01-07T22:50:00Z,681362,0.052163,0,
2023-01-07T23:50:00Z,681368,0.057212,0,
2023-01-08T00:50:00Z,681374,0.052379,0,
2023-01-08T01:50:00Z,681380,0.052881,0,
2023-01-08T02:50:00Z,681386,0.046646,0,
2023-01-08T03:50:00Z,681392,0.037187,0,
2023-01-08T04:50:00Z,681398,0.020029,0,
2023-01-08T05:50:00Z,681404,0.018850,0,
2023-01-08T06:50:00Z,681410,0.015812,0,
2023-01-08T07:50:00Z,681416,0.013820,0,
2023-01-08T08:50:00Z,681422,0.015865,0,
2023-01-08T09:50:00Z,681428,0.016092,0,
2023-01-08T10:50:00Z,681434,0.014054,0,
2023-01-08T11:50:00Z,681440,0.015302,0,
2023-01-08T12:50:00Z,681446,0.020991,0,
2023-01-08T13:50:00Z,681452,0.026398,0,
2023-01-08T14:50:00Z,681458,0.025798,0,
2023-01-08T15:50:00Z,681464,0.019218,0,
2023-01-08T16:50:00Z,681470,0.016732,0,
2023-01-08T17:50:00Z,681476,0.016736,0,
2023-01-08T18:50:00Z,681482,0.017707,0,
2023-01-08T19:50:00Z,681488,0.015012,0,
2023-01-08T20:50:00Z,681494,0.014212,0,
2023-01-08T21:50:00Z,681500,0.013451,0,
2023-01-08T22:50:00Z,681506,0.014138,0,
2023-01-08T23:50:00Z,681512,0.011507,0,
2023-01-09T00:50:00Z,681518,0.010128,0,
2023-01-09T01:50:00Z,681524,0.012021,0,
2023-01-09T02:50:00Z,681530,0.008900,0,
2023-01-09T03:50:00Z,681536,0.008112,0,
2023-01-09T04:50:00Z,681542,0.011285,0,
2023-01-09T05:50:00Z,681548,0.013824,0,
2023-01-09T06:50:00Z,681554,0.010031,0,
2023-01-09T07:50:00Z,681560,0.012009,0,
2023-01-09T08:50:00Z,681566,0.015948,0,
2023-01-09T09:50:00Z,681572,0.015576,0,
2023-01-09T10:50:00Z,681578,0.010869,0,
2023-01-09T11:50:00Z,681584,0.009516,0,
2023-01-09T12:50:00Z,681590,0.010927,0,
2023-01-09T13:50:00Z,681596,0.012293,0,
2023-01-09T14:50:00Z,681602,0.012818,0,
2023-01-09T15:50:00Z,681608,0.010554,0,
2023-01-09T16:50:00Z,681614,0.009549,0,
2023-01-09T17:50:00Z,681620,0.007999,0,
2023-01-09T18:50:00Z,681626,0.011783,0,
2023-01-09T19:50:00Z,681632,0.012295,0,
2023-01-09T20:50:00Z,681638,0.011658,0,
2023-01-09T21:50:00Z,681644,0.012918,0,
2023-01-09T22:50:00Z,681650,0.012641,0,
2023-01-09T23:50:00Z,681656,0.015485,0,
2023-01-10T00:50:00Z,681662,0.012930,0,
2023-01-10T01:50:00Z,681668,0.010382,0,
2023-01-10T02:50:00Z,681674,0.008656,0,
2023-01-10T03:50:00Z,681680,0.009537,0,
2023-01-10T04:50:00Z,681686,0.009105,0,
2023-01-10T05:50:00Z,681692,0.008455,0,
2023-01-10T06:50:00Z,681698,0.008672,0,
2023-01-10T07:50:00Z,681704,0.011900,0,
2023-01-10T08:50:00Z,681710,0.011198,0,
